"EditorID","Prefix","FormKey","CreatedObject_FormKey","CreatedObjectCount","IngredientCount","IngredientFormKeys"
"Misc_IngotGold_Recipe5Bulk05","Misc","0F6A15:Complete Crafting Overhaul_Remastered.esp","05AD9E:Skyrim.esm","5","1",""
"Misc_IngotGold_Recipe5Bulk10","Misc","0F6A16:Complete Crafting Overhaul_Remastered.esp","05AD9E:Skyrim.esm","10","1",""
"Misc_IngotIron_Recipe5Bulk05","Misc","0F6A17:Complete Crafting Overhaul_Remastered.esp","05ACE4:Skyrim.esm","5","1",""
"Misc_IngotIron_Recipe5Bulk10","Misc","0F6A18:Complete Crafting Overhaul_Remastered.esp","05ACE4:Skyrim.esm","10","1",""
"Misc_IngotIron_Recipe5Bulk20","Misc","0F6A19:Complete Crafting Overhaul_Remastered.esp","05ACE4:Skyrim.esm","20","1",""
"Misc_IngotMalachite_Recipe5Bulk05","Misc","0F6A1A:Complete Crafting Overhaul_Remastered.esp","05ADA1:Skyrim.esm","5","1",""
"Misc_IngotMalachite_Recipe5Bulk10","Misc","0F6A1B:Complete Crafting Overhaul_Remastered.esp","05ADA1:Skyrim.esm","10","1",""
"Misc_IngotMoonstone_Recipe5Bulk05","Misc","0F6A1C:Complete Crafting Overhaul_Remastered.esp","05AD9F:Skyrim.esm","5","1",""
"Misc_IngotMoonstone_Recipe5Bulk10","Misc","0F6A1D:Complete Crafting Overhaul_Remastered.esp","05AD9F:Skyrim.esm","10","1",""
"Misc_IngotOrichalcum_Recipe5Bulk05","Misc","0F6A1E:Complete Crafting Overhaul_Remastered.esp","05AD99:Skyrim.esm","5","1",""
"Misc_IngotOrichalcum_Recipe5Bulk10","Misc","0F6A1F:Complete Crafting Overhaul_Remastered.esp","05AD99:Skyrim.esm","10","1",""
"Misc_IngotQuicksilver_Recipe5Bulk05","Misc","0F6A20:Complete Crafting Overhaul_Remastered.esp","05ADA0:Skyrim.esm","5","1",""
"Misc_IngotQuicksilver_Recipe5Bulk10","Misc","0F6A21:Complete Crafting Overhaul_Remastered.esp","05ADA0:Skyrim.esm","10","1",""
"Misc_IngotSilver_Recipe5Bulk05","Misc","0F6A22:Complete Crafting Overhaul_Remastered.esp","05ACE3:Skyrim.esm","5","1",""
"Misc_IngotSilver_Recipe5Bulk10","Misc","0F6A23:Complete Crafting Overhaul_Remastered.esp","05ACE3:Skyrim.esm","10","1",""
"Misc_IngotSteel_RecipeBulk25","Misc","0F6A24:Complete Crafting Overhaul_Remastered.esp","05ACE5:Skyrim.esm","25","2","|"
"Misc_IngotSteel_RecipeBulk50","Misc","0F6A25:Complete Crafting Overhaul_Remastered.esp","05ACE5:Skyrim.esm","50","2","|"
"Misc_IngotSteel_RecipeBulk10","Misc","0F6A26:Complete Crafting Overhaul_Remastered.esp","05ACE5:Skyrim.esm","10","2","|"
"Misc_LeatherRed_RecipeBulk05","Misc","0F6A2F:Complete Crafting Overhaul_Remastered.esp","CC0602:Update.esm","5","2","|"
"Misc_LeatherDark_RecipeBulk05","Misc","0F6A30:Complete Crafting Overhaul_Remastered.esp","CC0601:Update.esm","5","2","|"
"Armor_FurKilt_BreakdownPlate","Armor","0F6A31:Complete Crafting Overhaul_Remastered.esp","DA0BF1:Update.esm","1","1",""
"Armor_FurCuirass_BreakdownPlate","Armor","0F6A32:Complete Crafting Overhaul_Remastered.esp","DA0BF1:Update.esm","3","1",""
"Armor_FurSleevelessCuirass_BreakdownPlate","Armor","0F6A33:Complete Crafting Overhaul_Remastered.esp","DA0BF1:Update.esm","3","1",""
"Armor_FurMantledKilt_BreakdownPlate","Armor","0F6A34:Complete Crafting Overhaul_Remastered.esp","DA0BF1:Update.esm","2","1",""
"Armor_StuddedCuirass_BreakdownStrips","Armor","0F6A3A:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","8","1",""
"Armor_HideBoots_RecipeSimple","Armor","0FBB3C:Complete Crafting Overhaul_Remastered.esp","013910:Skyrim.esm","1","2","|"
"Armor_HideCuirass_RecipeSimple","Armor","0FBB3D:Complete Crafting Overhaul_Remastered.esp","013911:Skyrim.esm","1","3","||"
"RecipeWeaponSteelWarAxeSimple_CCO_Disabled","RecipeWeaponSteelWarAxeSimple","0FBB3E:Complete Crafting Overhaul_Remastered.esp","013983:Skyrim.esm","1","2","|"
"RecipeWeaponSteelBattleAxeSimple_CCO_Disabled","RecipeWeaponSteelBattleAxeSimple","0FBB3F:Complete Crafting Overhaul_Remastered.esp","013984:Skyrim.esm","1","2","|"
"Armor_StuddedCuirass_RecipeSimple","Armor","0FBB40:Complete Crafting Overhaul_Remastered.esp","01B3A2:Skyrim.esm","1","3","||"
"Armor_IronBandedCuirass_RecipeSimple","Armor","0FBB41:Complete Crafting Overhaul_Remastered.esp","013948:Skyrim.esm","1","3","||"
"Armor_ScaledBoots_RecipeSimple","Armor","0FBB42:Complete Crafting Overhaul_Remastered.esp","01B39F:Skyrim.esm","1","3","||"
"Armor_ScaledCuirass_RecipeSimple","Armor","0FBB43:Complete Crafting Overhaul_Remastered.esp","01B3A3:Skyrim.esm","1","3","||"
"Armor_ScaledCuirassHorned_RecipeSimple","Armor","0FBB44:Complete Crafting Overhaul_Remastered.esp","01B3A4:Skyrim.esm","1","3","||"
"Armor_ScaledGauntlets_RecipeSimple","Armor","0FBB45:Complete Crafting Overhaul_Remastered.esp","01B3A0:Skyrim.esm","1","3","||"
"Armor_SteelBoots_RecipeSimple","Armor","0FBB46:Complete Crafting Overhaul_Remastered.esp","013951:Skyrim.esm","1","3","||"
"Armor_SteelCuirass_RecipeSimple","Armor","0FBB47:Complete Crafting Overhaul_Remastered.esp","013952:Skyrim.esm","1","3","||"
"Armor_SteelPauldronedCuirass_RecipeSimple","Armor","0FBB48:Complete Crafting Overhaul_Remastered.esp","0F6F22:Skyrim.esm","1","3","||"
"Armor_SteelGauntlets_RecipeSimple","Armor","0FBB49:Complete Crafting Overhaul_Remastered.esp","013953:Skyrim.esm","1","3","||"
"Armor_AncientNordicBoots_RecipeSimple","Armor","0FBB4A:Complete Crafting Overhaul_Remastered.esp","056A9D:Skyrim.esm","1","3","||"
"Armor_AncientNordicCuirass_RecipeSimple","Armor","0FBB4B:Complete Crafting Overhaul_Remastered.esp","018388:Skyrim.esm","1","3","||"
"Armor_AncientNordicGauntlets_RecipeSimple","Armor","0FBB4C:Complete Crafting Overhaul_Remastered.esp","056B17:Skyrim.esm","1","3","||"
"Armor_AncientNordicHelmet_RecipeSimple","Armor","0FBB4D:Complete Crafting Overhaul_Remastered.esp","056A9E:Skyrim.esm","1","3","||"
"Armor_SummersetShadowsBoots_Breakdown","Armor","10FF5A:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_SummersetShadowsCuirass_Breakdown","Armor","10FF5B:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","10","1",""
"Armor_SummersetShadowsGloves_Breakdown","Armor","10FF5C:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_SummersetShadowsHood_Breakdown","Armor","10FF5D:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_ShroudedWornBoots_Breakdown","Armor","10FF5F:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_ShroudedWornCuirass_Breakdown","Armor","10FF61:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","10","1",""
"Armor_ShroudedWornGloves_Breakdown","Armor","10FF63:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_ShroudedWornCowl_Breakdown","Armor","10FF65:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Misc_WoodenTorch_RecipeBulk05","Misc","124387:Complete Crafting Overhaul_Remastered.esp","124384:Complete Crafting Overhaul_Remastered.esp","1","3","||"
"Misc_WoodenTorch_RecipeBulk10","Misc","124388:Complete Crafting Overhaul_Remastered.esp","124385:Complete Crafting Overhaul_Remastered.esp","1","3","||"
"Misc_WoodenTorchBright_RecipeBulk05","Misc","124389:Complete Crafting Overhaul_Remastered.esp","124386:Complete Crafting Overhaul_Remastered.esp","1","3","||"
"BYOHDragonstoneReplica_CCO_Disabled","BYOHDragonstoneReplica","12E58C:Complete Crafting Overhaul_Remastered.esp","0AD06F:Skyrim.esm","1","1",""
"Armor_GeneralCariusCuirass_Temper","Armor","12E58D:Complete Crafting Overhaul_Remastered.esp","0376F1:Dragonborn.esm","1","1",""
"Misc_IronFittings_RecipeBulk05","Misc","1660FC:Complete Crafting Overhaul_Remastered.esp","003035:HearthFires.esm","5","1",""
"Misc_IronFittings_RecipeBulk10","Misc","1660FD:Complete Crafting Overhaul_Remastered.esp","003035:HearthFires.esm","10","1",""
"Misc_IronHinge_RecipeBulk05","Misc","1660FE:Complete Crafting Overhaul_Remastered.esp","003011:HearthFires.esm","10","1",""
"Misc_IronLock_RecipeBulk05","Misc","1660FF:Complete Crafting Overhaul_Remastered.esp","003012:HearthFires.esm","5","2","|"
"Misc_IronNails_RecipeBulk05","Misc","166100:Complete Crafting Overhaul_Remastered.esp","00300F:HearthFires.esm","50","1",""
"Misc_IronHinge_RecipeBulk10","Misc","166101:Complete Crafting Overhaul_Remastered.esp","003011:HearthFires.esm","20","1",""
"Misc_IronLock_RecipeBulk10","Misc","166102:Complete Crafting Overhaul_Remastered.esp","003012:HearthFires.esm","10","2","|"
"Misc_IronNails_RecipeBulk10","Misc","166103:Complete Crafting Overhaul_Remastered.esp","00300F:HearthFires.esm","100","1",""
"Weap_SilverSword_BreakdownSilver","Weap","16B208:Complete Crafting Overhaul_Remastered.esp","00AA20:Wildlander.esp","5","1",""
"Weap_SilverGreatsword_BreakdownSilver","Weap","16B209:Complete Crafting Overhaul_Remastered.esp","00AA20:Wildlander.esp","10","1",""
"Armor_NordicBootsBlack_RecipeSimple","Armor","17030B:Complete Crafting Overhaul_Remastered.esp","01CD96:Dragonborn.esm","1","3","||"
"Armor_NordicCuirassBlack_RecipeSimple","Armor","17030C:Complete Crafting Overhaul_Remastered.esp","01CD97:Dragonborn.esm","1","4","|||"
"Armor_NordicGauntletsBlack_RecipeSimple","Armor","17030D:Complete Crafting Overhaul_Remastered.esp","01CD98:Dragonborn.esm","1","3","||"
"Armor_NordicShieldBlack_RecipeSimple","Armor","17030E:Complete Crafting Overhaul_Remastered.esp","026236:Dragonborn.esm","1","4","|||"
"Armor_HideCuirass_Breakdown","Armor","17031C:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","8","1",""
"Armor_HideHelmet_Breakdown","Armor","17031D:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_LeatherCuirass_Breakdown","Armor","17035A:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","8","1",""
"Armor_LeatherHelmet_Breakdown","Armor","17035C:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_NordicBootsBlack_Breakdown","Armor","170399:Complete Crafting Overhaul_Remastered.esp","CC0656:Update.esm","2","1",""
"Armor_NordicShieldBlack_Breakdown","Armor","17039A:Complete Crafting Overhaul_Remastered.esp","CC0656:Update.esm","3","1",""
"Armor_NordicGauntletsBlack_Breakdown","Armor","17039B:Complete Crafting Overhaul_Remastered.esp","CC0656:Update.esm","1","1",""
"Armor_NordicCuirassBlack_Breakdown","Armor","17039C:Complete Crafting Overhaul_Remastered.esp","CC0656:Update.esm","4","1",""
"Misc_IronFittings_Breakdown","Misc","17039D:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","10","1",""
"Misc_IronNails_Breakdown","Misc","17039E:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","1","1",""
"Misc_IronLock_Breakdown","Misc","17039F:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","6","1",""
"Misc_IronHinge_Breakdown","Misc","1703A0:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","5","1",""
"Armor_HideBoots_Breakdown","Armor","1703BF:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_AncientNordicHelmet_Breakdown","Armor","1703C0:Complete Crafting Overhaul_Remastered.esp","00AA1E:Wildlander.esp","40","1",""
"Armor_AncientNordicGauntlets_Breakdown","Armor","1703C1:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Armor_AncientNordicCuirass_Breakdown","Armor","1703C2:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","60","1",""
"Armor_AncientNordicBoots_Breakdown","Armor","1703C3:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Armor_SteelGauntlets_Breakdown","Armor","1703C4:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_SteelPauldronedCuirass_Breakdown","Armor","1703C5:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","80","1",""
"Armor_SteelCuirass_Breakdown","Armor","1703C6:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","60","1",""
"Armor_SteelBoots_Breakdown","Armor","1703C7:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Armor_ScaledBracers_Breakdown","Armor","1703C8:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_ScaledCuirassHorned_Breakdown","Armor","1703C9:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_ScaledCuirass_Breakdown","Armor","1703CA:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_ScaledBoots_Breakdown","Armor","1703CB:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_IronBandedCuirass_Breakdown","Armor","1703CC:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","80","1",""
"Armor_StuddedCuirass_Breakdown","Armor","1703CD:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Weap_SteelBattleaxe_Breakdown","Weap","1703CE:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","60","1",""
"Weap_SteelWarAxe_Breakdown","Weap","1703CF:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_IronGauntlets_Breakdown","Armor","1703D0:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Armor_IronCuirass_Breakdown","Armor","1703D1:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","60","1",""
"Armor_IronBoots_Breakdown","Armor","1703D2:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Weap_IronWarhammer_Breakdown","Weap","1703D3:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","80","1",""
"Weap_IronWarAxe_Breakdown","Weap","1703D4:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Weap_WuuthradReplica_Breakdown","Weap","1703D6:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","40","1",""
"Armor_ImperialHeavyCuirass_Breakdown","Armor","1703D8:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","80","1",""
"Weap_RuefulAxeReplica_Breakdown","Weap","1703D9:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","60","1",""
"Armor_ImperialHeavyHelmet_Breakdown","Armor","1703DA:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Weap_EbonyBladeReplica_Breakdown","Weap","1703DB:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","20","1",""
"Armor_ImperialHeavyBracers_Breakdown","Armor","1703DD:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_IronBandedShield_Breakdown","Armor","1703DE:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","60","1",""
"Armor_ImperialHeavyShield_Breakdown","Armor","1703DF:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","60","1",""
"Armor_SaviorsHideReplica_Breakdown","Armor","1703E0:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Armor_ShieldOfYsgramorReplica_Breakdown","Armor","1703E2:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","60","1",""
"Armor_MasqueOfClavicusVileReplica_Breakdown","Armor","1703E3:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","60","1",""
"Armor_FurGuardsCuirassWinterhold_Breakdown","Armor","1703E5:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Armor_IronLightGuardsHelmetWinterhold_Breakdown","Armor","1703E6:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Armor_FurGuardsCuirassWhiterun_Breakdown","Armor","1703E7:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Armor_IronLightGuardsHelmetWhiterun_Breakdown","Armor","1703E8:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Armor_FurGuardsCuirassThePale_Breakdown","Armor","1703E9:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Armor_IronLightGuardsHelmetThePale_Breakdown","Armor","1703EA:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Armor_FurGuardsCuirassHaafingar_Breakdown","Armor","1703EB:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Armor_FurGuardsCuirassTheRift_Breakdown","Armor","1703EC:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Armor_IronLightGuardsHelmetTheRift_Breakdown","Armor","1703ED:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Armor_FurGuardsCuirassTheReach_Breakdown","Armor","1703EE:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Armor_IronLightGuardsHelmetTheReach_Breakdown","Armor","1703EF:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Armor_IronLightGuardsHelmetHaafingar_Breakdown","Armor","1703F0:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Armor_IronLightGuardsHelmetHjaalmarch_Breakdown","Armor","1703F1:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Armor_FurGuardsCuirassHjaalmarch_Breakdown","Armor","1703F2:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Armor_IronLightGuardsHelmetFalkreath_Breakdown","Armor","1703F3:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Armor_FurGuardsCuirassFalkreath_Breakdown","Armor","1703F4:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Armor_SpellbreakerReplica_Breakdown","Armor","1703F5:Complete Crafting Overhaul_Remastered.esp","43D07D:Requiem.esp","40","1",""
"Weap_ChillrendReplica_Breakdown","Weap","1703F6:Complete Crafting Overhaul_Remastered.esp","00AA28:Wildlander.esp","20","1",""
"Weap_EbonySword_Breakdown","Weap","1703F8:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","20","1",""
"Armor_BloodskalBladeReplica_Breakdown","Armor","1703F9:Complete Crafting Overhaul_Remastered.esp","00AA97:Wildlander.esp","40","1",""
"Weap_EbonyWarAxe_Breakdown","Weap","1703FA:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","20","1",""
"Weap_ChampionsCudgelReplica_Breakdown","Weap","1703FB:Complete Crafting Overhaul_Remastered.esp","CC0656:Update.esm","4","1",""
"Armor_ImperialGeneralCuirass_Breakdown","Armor","1703FC:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_HideShield_Breakdown","Armor","1703FD:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","5","1",""
"Armor_ImperialHeavyBoots_Breakdown","Armor","1703FE:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Weap_EbonyWarhammer_Breakdown","Weap","170400:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","60","1",""
"Armor_SteelHornedHelmet_Breakdown","Armor","170401:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Armor_IronHelmet_Breakdown","Armor","170402:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Armor_ScaledHelmet_Breakdown","Armor","170403:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Weap_SilverSword_Breakdown","Weap","170406:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Weap_SilverGreatsword_Breakdown","Weap","170407:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Weap_SteelScimitar_Breakdown","Weap","170408:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Weap_NightingaleBowReplica_Breakdown","Weap","170409:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","40","1",""
"Weap_NightingaleBladeReplica_Breakdown","Weap","17040A:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","20","1",""
"Weap_ForswornWarAxe_Breakdown","Weap","17040B:Complete Crafting Overhaul_Remastered.esp","0BFB09:Skyrim.esm","5","1",""
"Armor_SteelHelmet_Breakdown","Armor","170410:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Weap_IronPickaxe_Breakdown","Weap","170418:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","20","1",""
"Weap_ForswornSword_Breakdown","Weap","17041A:Complete Crafting Overhaul_Remastered.esp","0BFB09:Skyrim.esm","3","1",""
"Weap_IronHeadsmansAxe_Breakdown","Weap","17041B:Complete Crafting Overhaul_Remastered.esp","00AA1F:Wildlander.esp","40","1",""
"Weap_DawnbreakerReplica_Breakdown","Weap","17041C:Complete Crafting Overhaul_Remastered.esp","00AA98:Wildlander.esp","40","1",""
"Armor_EbonyMailReplicaHeavy_Breakdown","Armor","17041F:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","80","1",""
"Armor_EbonyMailReplicaLight_Breakdown","Armor","170420:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","60","1",""
"Weap_ForswornLightBow_Breakdown","Weap","170421:Complete Crafting Overhaul_Remastered.esp","0BFB09:Skyrim.esm","3","1",""
"Weap_HarkonsSwordReplica_Breakdown","Weap","170422:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","20","1",""
"Weap_AurielsBowReplica_Breakdown","Weap","170423:Complete Crafting Overhaul_Remastered.esp","05AD9F:Skyrim.esm","2","1",""
"Armor_AurielsShieldReplica_Breakdown","Armor","170424:Complete Crafting Overhaul_Remastered.esp","00AA26:Wildlander.esp","40","1",""
"Armor_NobleArmguards_Breakdown","Armor","170426:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","7","1",""
"Armor_NobleGildedWristguards_Breakdown","Armor","170427:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","5","1",""
"Weap_EbonyGreatsword_Breakdown","Weap","170428:Complete Crafting Overhaul_Remastered.esp","00AA25:Wildlander.esp","40","1",""
"Weap_DawnguardRuneWarAxeReplica_Breakdown","Weap","170429:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Armor_ThievesGuildSleevelessCuirassGrey_Breakdown","Armor","17042A:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","10","1",""
"Armor_ThievesGuildCowl_Breakdown","Armor","17042B:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_ThievesGuildGlovesGrey_Breakdown","Armor","17042C:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_ThievesGuildCowlGrey_Breakdown","Armor","17042D:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Armor_VampireRoyalCuirass_Breakdown","Armor","17042E:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","12","1",""
"Armor_VampireCuirassRed_Breakdown","Armor","17042F:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","10","1",""
"Armor_VampireCuirassGrey_Breakdown","Armor","170430:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","10","1",""
"Armor_VampireCuirassDark_Breakdown","Armor","170431:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","10","1",""
"Armor_ThievesGuildBootsGrey_Breakdown","Armor","170432:Complete Crafting Overhaul_Remastered.esp","0800E4:Skyrim.esm","4","1",""
"Weap_DawnguardRuneWarhammerReplica_Breakdown","Weap","170433:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","80","1",""
"Armor_SnowElfCuirass_Breakdown","Armor","170434:Complete Crafting Overhaul_Remastered.esp","05AD9F:Skyrim.esm","4","1",""
"Weap_DawnguardWarAxe_Breakdown","Weap","170435:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Weap_DawnguardWarhammer_Breakdown","Weap","170436:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","80","1",""
"Armor_DawnguardRuneShieldReplica_Breakdown","Armor","170437:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Armor_DawnguardHeavyShield_Breakdown","Armor","170438:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Armor_DawnguardHeavyHelmet_Breakdown","Armor","170439:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Armor_DawnguardHeavyGauntlets_Breakdown","Armor","17043A:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_DawnguardHeavyCuirassGrey_Breakdown","Armor","17043B:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","60","1",""
"Armor_DawnguardHeavyCuirassBlack_Breakdown","Armor","17043C:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","60","1",""
"Armor_DawnguardHeavyBoots_Breakdown","Armor","17043D:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_DawnguardLightCuirassBlack_Breakdown","Armor","17043E:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_DawnguardReinforcedLightCuirassBlue_Breakdown","Armor","17043F:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","40","1",""
"Armor_DawnguardLightCuirassRed_Breakdown","Armor","170440:Complete Crafting Overhaul_Remastered.esp","00AA21:Wildlander.esp","20","1",""
"Armor_SnowElfCrown_Breakdown","Armor","170441:Complete Crafting Overhaul_Remastered.esp","05AD9F:Skyrim.esm","1","1",""
"Armor_SnowElfGauntlets_Breakdown","Armor","170442:Complete Crafting Overhaul_Remastered.esp","05AD9F:Skyrim.esm","1","1",""
"Armor_SnowElfBoots_Breakdown","Armor","170443:Complete Crafting Overhaul_Remastered.esp","05AD9F:Skyrim.esm","2","1",""
