FormID	EDID	FULL	Effects	Magnitude	Duration	Effect Value	CalculatedValue
31027CEC	Alch_SpiderVenomGreat	Spider Venom (Great)	A Frostbite Spider's blood-freezing poison - Only few know the secret of its proper extraction. It deals 3 points damage to Health and Stamina for 60 seconds. ,The target is paralyzed for 4 seconds.	0	0.4	250	331.569798912804
31027CEB	Alch_SpiderVenomGood	Spider Venom (Good)	A Frostbite Spider's blood-freezing poison - Only few know the secret of its proper extraction. It deals 2 points damage to Health and Stamina for 60 seconds. ,The target is paralyzed for 3 seconds.	0	0.3	250	263.145524748354
31027CE7	Alch_SpiderVenomDisabled	Spider Venom	A Frostbite Spider's blood-freezing poison - Only few know the secret of its proper extraction. It deals 5 points damage to Health and Stamina for 5 seconds. ,The target is paralyzed for 2 seconds.	0	0.2	250	69.9659517856697
31027CE6	Alch_ChaurusVenomDisabled	Chaurus Venom	5 points of damage for 10 seconds.,The target is paralyzed for 3 seconds.	0	0.3	250	66.492611292391
31027783	AlchFood_RawChaurusMeat	Raw Chaurus Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
3.1017E+059	AlchFood_SweetwolfStrangeBrew	Sweetwolf (Strange Brew)	Consumed out of combat, it restores 15 Stamina and Magicka.,Health is increased by 10 points for 600 seconds.	10	60	0	0
3.1017E+057	AlchFood_VelvetSlaughterfish	Velvet Slaughterfish	Consumed out of combat, it restores 1 Stamina.,An expensive way to cook a very angry fish.,Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
3.1017E+055	AlchFood_SkeweredSkeever_Recipe	Skewered Skeever	Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
31017E4F	AlchFood_MudcrabEggScramble	Mudcrab Egg Scramble	Restores 1 points of Stamina per second for 900 seconds.,A hearty, savory breakfast.	0	1	0	0
31017E4D	AlchFood_CookedMudcrab	Cooked Mudcrab	Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
31017E4B	AlchFood_ElsweyrMarinatedMammoth	Marinated Mammoth in Elsweyr Sauce	Restores 1 points of Stamina per second for 7200 seconds.,A long-forgotten secret recipe.,Restores 1 points of Magicka per second for 3600 seconds.	1	360	0	0
3.1017E+053	AlchFood_HotHoneyHorker	Hot Honey Horker	Consumed out of combat, it restores 10 Stamina and Magicka.,A delight on cold Skyrim nights.,Restores 1 points of Stamina per second for 3000 seconds.	1	300	0	0
3.1017E+051	AlchFood_DragonStuffedRabbit	Dragon Stuffed Rabbit	Consumed out of combat, it restores 5 Stamina and Magicka.,Restores 1 points of Stamina per second for 6000 seconds.,An excellent ironic ration.	0	1	0	0
3.1017E+049	AlchFood_GoatAndPotatoStew	Goat and Potato Stew	Consumed out of combat, it restores 15 Stamina and Magicka.,Restores 1 points of Stamina per second for 1800 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
3.1017E+047	AlchFood_ElfEaredElk	Elf Eared Elk	Consumed out of combat, it restores 25 Stamina and Magicka.,Funny garnish, great taste.	0	1	0	0
3.1017E+045	AlchFood_RootBearStrangeBrew	Root Bear (Strange Brew)	Consumed out of combat, it restores 20 Stamina and Magicka.,Stamina is increased by 20 points for 2400 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
31017E3F	AlchFood_MincedMarinatedBear	Minced Marinated Bear	Consumed out of combat, it restores 20 Stamina and Magicka.,Restores 1 points of Stamina per second for 2400 seconds.	1	240	0	0
31017E3D	AlchFood_HoneyedMammothRoast	Honeyed Mammoth Roast	Consumed out of combat, it restores 20 Stamina and Magicka.,Restores 1 points of Stamina per second for 3600 seconds.	1	360	0	0
31017E3B	AlchFood_SmokedElkRoast	Smoked Elk Roast	Consumed out of combat, it restores 15 Stamina and Magicka.	15	1	0	0
3.1017E+043	AlchFood_CookedWolfMeat	Cooked Wolf Meat	Consumed out of combat, it restores 35 Stamina and Magicka.	35	1	0	0
3.1017E+041	AlchFood_CookedGoatMeat	Cooked Goat Meat	Consumed out of combat, it restores 40 Stamina and Magicka.	40	1	0	0
3.1017E+039	AlchFood_CookedElkMeat	Cooked Elk Meat	Consumed out of combat, it restores 20 Stamina and Magicka.	20	1	0	0
3.1017E+037	AlchFood_SabreCatPotRoast	Sabre Cat Pot Roast	Consumed out of combat, it restores 15 Stamina and Magicka.,Restores 1 points of Stamina per second for 3600 seconds.	1	360	0	0
3.1017E+035	AlchFood_MullwineBraisedMammoth	Mullwine Braised Mammoth	Consumed out of combat, it restores 20 Stamina and Magicka.,Restores 1 points of Stamina per second for 7200 seconds.	1	720	0	0
31017E2F	AlchFood_FoxHerbCutlet	Fox Herb Cutlet	Consumed out of combat, it restores 30 Stamina and Magicka.,Restores 1 points of Stamina per second for 1200 seconds.	1	120	0	0
31017E2D	AlchFood_BreadedElkCutlet	Breaded Elk Cutlet	Consumed out of combat, it restores 15 Stamina and Magicka.,Restores 1 points of Stamina per second for 3600 seconds.	1	360	0	0
31017E2B	AlchFood_VenisonTenderloin	Venison Tenderloin	Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
3.1017E+033	AlchFood_MeadBraisedBear	Mead Braised Bear	Consumed out of combat, it restores 20 Stamina and Magicka.,Restores 1 points of Stamina per second for 2400 seconds.	1	240	0	0
3.1017E+031	AlchFood_SnowberryWolfChop	Snowbery Wolf Chop	Consumed out of combat, it restores 15 Stamina and Magicka.,Restores 1 points of Stamina per second for 2400 seconds.,A little tart, a little sweet.	0	1	0	0
3.1017E+029	AlchFood_AleBraisedSabreCat	Ale Braised Sabre Cat	Consumed out of combat, it restores 15 Stamina and Magicka.,Restores 1 points of Stamina per second for 3000 seconds.	1	300	0	0
3.1017E+027	AlchFood_SauteedDogAndMushrooms	Sauteed Dog and Mushrooms	Consumed out of combat, it restores 10 Stamina and Magicka.,Makes you feel better. Unless you just lost your dog.	0	1	0	0
3.1017E+025	AlchFood_CookedRabbitMeat	Cooked Rabbit Meat	Consumed out of combat, it restores 20 Stamina and Magicka.	20	1	0	0
31017E1F	AlchFood_CookedFoxMeat	Cooked Fox Meat	Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
31017E1D	AlchFood_HorseJerky	Horse Jerky	Consumed out of combat, it restores 10 Stamina and Magicka.,A cheap iron ration.	0	1	0	0
31017E1B	AlchFood_VenisonJerky	Venison Jerky	Consumed out of combat, it restores 5 Stamina and Magicka.,An excellent iron ration.	0	1	0	0
3.1017E+023	AlchFood_WolfCabbageStew	Wolf Cabbage Stew	Consumed out of combat, it restores 15 Stamina and Magicka.,Restores 1 points of Stamina per second for 3000 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
3.1017E+021	AlchFood_SkeevenderStew	Skeevender Stew	Consumed out of combat, it restores 15 Stamina and Magicka.,It really just tastes like lavender stew.,Your meal improves your warmth by <25> points.,Restores 1 points of Stamina per second for 900 seconds.	1	90	0	0
3.1017E+019	AlchFood_SaltySabreStew	Salty Sabre Stew	Consumed out of combat, it restores 20 Stamina and Magicka.,Restores 1 points of Stamina per second for 3600 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
3.1017E+017	AlchFood_MudcrabChowder	Mudcrab Chowder	Consumed out of combat, it restores 15 Stamina and Magicka.,Consumed out of combat, it restores 1 Stamina.,Your meal improves your warmth by <25> points.	0	54	0	0
3101700000000000	AlchFood_MammothTomatoStew	Mammoth Tomato Stew	Consumed out of combat, it restores 25 Stamina and Magicka.,Restores 1 points of Stamina per second for 7200 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
31017E0F	AlchFood_RabbitMushroomStew	Rabbit Mushroom Stew	Consumed out of combat, it restores 15 Stamina and Magicka.,Restores 1 points of Stamina per second for 2000 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
31017E0D	AlchFood_SpicedDicedGoat	Spiced Diced Goat	Consumed out of combat, it restores 15 Stamina and Magicka.,Sublime, exotic flavor.,Your meal improves your warmth by <25> points.,Restores 1 points of Stamina per second for 3600 seconds.	1	360	0	0
31017E0B	AlchFood_FoxAppleStew	Fox Apple Stew	Consumed out of combat, it restores 15 Stamina and Magicka.,Hunter's comfort food.,Your meal improves your warmth by <25> points.	0	54	0	0
31017000000000	AlchFood_HuntersHeartyStew	Hunter's Hearty Stew	Consumed out of combat, it restores 20 Stamina and Magicka.,Restores 1 points of Stamina per second for 3600 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
3101700000000	AlchFood_BearCarrotStew	Bear Carrot Stew	Consumed out of combat, it restores 25 Stamina and Magicka.,Restores 1 points of Stamina per second for 3600 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
31014D24	AlchFood_RawSlaughterfishDisabled	Raw Slaughterfish Meat SNR	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
31014D22	AlchFood_RawMudcrabMeat	Raw Mudcrab Meat	Consumed out of combat, it restores 30 Stamina.,[SURV=Reduce <2> points of Hunger.],Its raw taste is revolting to anyone but those with a strong stomach.	180	1	0	0
31014D21	AlchFood_RawElkMeat	Raw Elk Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
310147A2	AlchFood_RawRabbitMeat	Raw Rabbit Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
310147A0	AlchFood_RawSabreCatMeat	Raw Sabre Cat Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
3101479E	AlchFood_RawMammothMeat	Raw Mammoth Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 15 Stamina and Magicka.	15	1	0	0
3101479C	AlchFood_RawWolfMeat	Raw Wolf Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
3101479A	AlchFood_RawGoatMeat	Raw Goat Meat	Its raw taste is revolting to anyone but those with a strong stomach.	20	1	0	0
31014798	AlchFood_RawFoxMeat	Raw Fox Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
31014796	AlchFood_RawSkeeverMeat	Raw Skeever Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
31014795	AlchFood_RawBearMeat	Raw Bear Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
3101422E	AlchFood_EdibleBerry	Edible Berry	Consumed out of combat, it restores 3 Stamina and Magicka.	3	1	0	0
3101422C	AlchFood_EdibleRoot	Edible Root	Consumed out of combat, it restores 3 Stamina and Magicka.	3	1	0	0
3101422A	AlchFood_EdibleMushroom	Edible Mushroom	Consumed out of combat, it restores 3 Stamina and Magicka.	3	1	0	0
31014228	AlchFood_EdibleInsect	Edible Insect	Consumed out of combat, it restores 3 Stamina and Magicka.	3	1	0	0
31014226	AlchFood_EdibleFlower	Edible Flower	Consumed out of combat, it restores 3 Stamina and Magicka.	3	1	0	0
31012C6C	AlchFood_RawHorseHeart	Raw Horse Heart	You move 10% faster if outdoors.,Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	2041.13983973945
31012C6B	AlchFood_RawOxHeart	Raw Ox Heart	Carrying capacity increases by 10 if outdoors.,Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	2041.13983973945
3100D566	Alch_FlareCoating	Flare Coating	Illuminates the target for 10 seconds.	0	1	2	2
3100D560	Alch_PotionOfHircinesCloakStrangeBrew	Potion of Hircine's Cloak (Strange Brew)	When this poison strikes a target, you become briefly invisible.	4	0.2	200	156.469242966869
3100D55F	Alch_PotionOfHircinesAgonyStrangeBrew	Potion of Hircine's Agony (Strange Brew)	Decreases the target's movement speed drastically for 5 seconds.,Drains the target's Health by 4 points per second for 10 seconds.,The target is 10% weaker to poison for 30 seconds.	10	3	0.5	45.2155482955021
3100B504	Alch_StrangeBrew	Strange Brew	This Strange Brew fills your head with peculiar recipes... and also makes you really drunk.,Numbs your sense of pain, making you feel 75 points healthier for 900 seconds.,Decreases the target's Magicka regeneration by 250% for 1800 seconds.	250	180	0.25	33708.4933477079
3100B500	Alch_BloodOfTheHuntStrangeBrew	Blood of the Hunt (Strange Brew)	For 30 seconds, bows do 50% more damage but you suffer from a blood-burning poison.	50	3	0.75	185.678512539803
2E10D679	Alch_SoapDragonsTongue	Soap - Dragon's Tongue	Soap scented with Dragon's Tongue Flowers. Slightly increases your fire resistance and your speechcraft.	0	1	0	0
2E10D672	Alch_SoapLavender	Soap - Lavender	Soap scented with Lavender. Slightly increases your magic resistance and your speechcraft.	0	1	0	0
2E0CFFD1	Alch_SoapSuperiorMountainFlower	Soap - Superior Mountain Flower	Soap scented with Mountain Flowers. Slightly increases health, magicka and stamina regeneration.	0	1	0	0
2E0CD0FE	Alch_SoapPurpleMountainFlower	Soap - Purple Mountain Flower	Soap scented with Purple Mountain Flowers. Slightly increases stamina regeneration.	0	1	0	0
2E0CD0F5	Alch_SoapRedMountainFlower	Soap - Red Mountain Flower	Soap scented with Red Mountain Flowers. Slightly increases magika regeneration.	0	1	0	0
2E0CD0F0	Alch_SoapBlueMountainFlower	Soap - Blue Mountain	Soap scented with Blue Mountain Flowers. Slightly increases health regeneration.	0	1	0	0
2E0C15C0	Alch_SoapPlain	Soap - Plain	Soap with a neutral scent. Slightly raises your sneak ability by masking your scent.	0	1	0	0
0F000F78	AlchFood_CrabCakes	Crab Cakes	Consumed out of combat, it restores 40 Stamina and Magicka.,Blocking absorbs 5% more damage for 300 seconds.,[SURV=Reduce <60> points of Hunger.]	0	1	0	61.8928375132676
0F000F77	ccBGSSSE001_FoodSoupCrabStewHOT_Disabled	Hot Crab Stew	Consumed out of combat, it restores 75 Stamina and Magicka.,Restores 1 points of Stamina per second for 1800 seconds.,[SURV=Reduce <80> points of Hunger.],[SURV=Warmth is increased by 25 points for 300 seconds.],[SURV=Reduce 200 points of Cold.]	200	1	0	0
0F000F76	AlchFood_CrabStew	Crab Stew	Consumed out of combat, it restores 75 Stamina and Magicka.,Restores 1 points of Stamina per second for 1800 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
0F000F25	AlchFood_RawSlaughterfish	Raw Slaughterfish	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F000F0C	ccBGSSSE001_FoodSoupTomatoCrabBisqueHOT_Disabled	Hot Roasted Tomato Crab Bisque	Consumed out of combat, it restores 40 Stamina and Magicka.,Magicka is increased by 2 points for 1200 seconds.,[SURV=Reduce <80> points of Hunger.],[SURV=Warmth is increased by 25 points for 300 seconds.],[SURV=Reduce 200 points of Cold.],Restores 1 points of Magicka per second for 1200 seconds.	1	120	0	0
0F000F0B	ccBGSSSE001_FoodSoupPotatoCrabChowderHOT_Disabled	Hot Potato Crab Chowder	Consumed out of combat, it restores 40 Stamina and Magicka.,Magicka regenerates 25% faster for 1200 seconds.,[SURV=Reduce <80> points of Hunger.],[SURV=Warmth is increased by 25 points for 300 seconds.],[SURV=Reduce 200 points of Cold.]	200	1	0	0
0F000F0A	ccBGSSSE001_FoodSoupCreamyCrabBisqueHOT_Disabled	Hot Creamy Crab Bisque	Consumed out of combat, it restores 40 Stamina and Magicka.,Stamina is increased by 25 points for 1200 seconds.,[SURV=Reduce <80> points of Hunger.],[SURV=Warmth is increased by 25 points for 300 seconds.],[SURV=Reduce 200 points of Cold.],Restores 1 points of Magicka per second for 1200 seconds.	1	120	0	0
0F000F06	AlchFood_PotatoCrabChowder	Potato Crab Chowder	Consumed out of combat, it restores 40 Stamina and Magicka.,Magicka regenerates 25% faster for 1200 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
0F000F04	AlchFood_RoastedTomatoCrabBisque	Roasted Tomato Crab Bisque	Consumed out of combat, it restores 40 Stamina and Magicka.,Magicka is increased by 20 points for 1200 seconds.,Your meal improves your warmth by <25> points.,Restores 1 points of Magicka per second for 1200 seconds.	1	120	0	0
0F000F02	AlchFood_CreamyCrabBisque	Creamy Crab Bisque	Consumed out of combat, it restores 40 Stamina and Magicka.,Stamina is increased by 25 points for 1200 seconds.,Your meal improves your warmth by <25> points.,Restores 1 points of Magicka per second for 1200 seconds.	1	120	0	0
0F000EFE	AlchFood_RawMudcrabMeatDisabled	Raw Mudcrab Meat SNR	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F000C2D	AlchDrink_FlinAged	Flin (Aged)	Numbs your sense of pain, making you feel 80 points healthier for 900 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 30% and twice that for Magicka for 1350 seconds. At least you get to feel good for a while!	30	135	0	875.05580542333
0F0008A5	AlchFood_CookedAngler	Cooked Angler	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F0008A4	AlchFood_RawArcticChar	Raw Arctic Char	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F0008A3	AlchFood_RawArcticGrayling	Raw Arctic Grayling	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F0008A2	AlchFood_RawCod	Raw Cod	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F0008A1	AlchFood_RawScorpionFish	Raw Scorpion Fish	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F0008A0	AlchFood_RawGlassCatfish	Raw Glass Catfish	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F00089E	AlchFood_RawTripodSpiderfish	Raw Tripod Spiderfish	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F00089C	AlchFood_RawBrookBass	Raw Brook Bass	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F00089B	AlchFood_RawSalmon	Raw Salmon	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F00089A	AlchFood_CookedJuvenileMudcrab	Cooked Juvenile Mudcrab	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F000898	AlchFood_RawCarp	Raw Carp	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F000897	AlchFood_RawCatfish	Raw Catfish	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F000896	AlchFood_RawDirefish	Raw Direfish	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F000891	AlchFood_RawPogfish	Raw Pogfish	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F000890	AlchFood_RawAngler	Raw Angler	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.,[SURV=Reduce <2> points of Hunger.]	0	1	0	0
0F00088F	AlchFood_CookedGlassfish	Cooked Glassfish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F00088E	AlchFood_CookedAnglerLarvae	Cooked Angler Larvae	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <6> points of Hunger.]	0	1	0	0
0F00088D	AlchFood_CookedArcticChar	Cooked Arctic Char	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F00088C	AlchFood_CookedArcticGrayling	Cooked Arctic Grayling	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F00088B	AlchFood_RawVampireFish	Raw Vampire Fish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <2> points of Hunger.],Its raw taste is revolting to anyone but those with a strong stomach.,Only those with a strong stomach can enjoy this meal without vomiting.	0	0.2	500	85.1339922520784
0F00088A	AlchFood_CookedPogfish	Cooked Pogfish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F000888	AlchFood_CookedVampireFish	Cooked Vampire Fish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F000887	AlchFood_CookedTripodSpiderfish	Cooked Tripod Spiderfish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F000886	AlchFood_CookedSpadefish	Cooked Spadefish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F000885	AlchFood_CookedPygmySunfish	Cooked Pygmy Sunfish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F000884	AlchFood_CookedLyretailAnthias	Cooked Lyretail Anthias	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F000883	AlchFood_CookedGoldfish	Cooked Goldfish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F000882	AlchFood_CookedGlassCatfish	Cooked Glass Catfish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F000881	AlchFood_CookedAngelfish	Cooked Angelfish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F000880	AlchFood_CookedDirefish	Cooked Direfish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F00087F	AlchFood_CookedCatfish	Cooked Catfish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F00087E	AlchFood_CookedCarp	Cooked Carp	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F00087D	AlchFood_CookedScorpionFish	Cooked Scorpion Fish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F00087C	AlchFood_CookedBrookBass	Cooked Brook Bass	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F00087B	AlchFood_CookedPearlfish	Cooked Pearlfish	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0F00087A	AlchFood_CookedCod	Cooked Cod	Consumed out of combat, it restores 40 Stamina.,[SURV=Reduce <60> points of Hunger.]	0	1	0	0
0403D125	AlchFood_RawAshHopperLeg	Raw Ash Hopper Leg	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 30 Stamina.	30	1	0	0
0403CF72	AlchFood_CookedBoarMeat	Cooked Boar Meat	Consumed out of combat, it restores 135 Stamina.	135	1	0	0
0403CD5B	AlchFood_HorkerAndAshYamStew	Horker and Ash Yam Stew	Consumed out of combat, it restores 150 Stamina and Magicka.,Restores 1 points of Stamina per second for 3200 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
0403BD15	AlchFood_RawAshHopperMeat	Raw Ash Hopper Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 35 Stamina.	35	1	0	0
0403BD14	AlchFood_RawBoarMeat	Raw Boar Meat	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 50 Stamina.	50	1	0	0
0403572F	AlchDrink_AshfireMead	Ashfire Mead	Numbs your sense of pain, making you feel 80 points healthier for 300 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 25% and twice that for Magicka for 450 seconds. At least you get to feel good for a while!	25	45	0	261.337883900602
040320DF	AlchDrink_EmberbrandWine2	Emberbrand Wine	Numbs your sense of pain, making you feel 130 points healthier for 600 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 60% and twice that for Magicka for 900 seconds. At least you get to feel good for a while!	60	90	0	955.595436963374
04024E0B	AlchDrink_SadrisSujamma	Sadri's Sujamma	Numbs your sense of pain, making you feel 90 points healthier for 900 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 30% and twice that for Magicka for 1350 seconds. At least you get to feel good for a while!	30	135	0	996.101341768993
040248CE	AlchDrink_Mazte	Mazte	Numbs your sense of pain, making you feel 20 points healthier for 300 seconds.,Resists 20% of frost damage for 300 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 10% and twice that for Magicka for 450 seconds. At least you get to feel good for a while!	10	45	0	341.261763060429
040248CC	AlchDrink_Shein	Shein	Numbs your sense of pain, making you feel 50 points healthier for 600 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 25% and twice that for Magicka for 900 seconds. At least you get to feel good for a while!	25	90	0	334.043776201996
40207000000	AlchDrink_Sujamma	Sujamma	Numbs your sense of pain, making you feel 85 points healthier for 900 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 30% and twice that for Magicka for 1350 seconds. At least you get to feel good for a while!	30	135	0	935.400468314548
4020700000	AlchDrink_Flin	Flin	Numbs your sense of pain, making you feel 75 points healthier for 600 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 10% and twice that for Magicka for 900 seconds. At least you get to feel good for a while!	10	90	0	521.799633215238
402060000000	AlchFood_AshYam	Ash Yam	Its raw taste is revolting to anyone but those with a strong stomach.,Consumed out of combat, it restores 10 Stamina.	10	1	0	0
3011801	AlchFood_LavenderHoneyDumpling	Lavender Honey Dumpling	Consumed out of combat, it restores 15 Stamina and Magicka.,Resists 5% of magic for 1200 seconds.	5	120	0	0
030117FF	AlchFood_ChickenDumpling	Chicken Dumpling	Consumed out of combat, it restores 15 Stamina and Magicka.,One-handed weapons do 5% more damage for 1200 seconds.,Two-handed weapons do 5% more damage for 1200 seconds.	5	120	0	0
3003541	BYOHFoodSalmonCooked02_Disabled	Cooked Salmon	Consumed out of combat, it restores 40 Stamina.	40	1	0	0
3003540	AlchFood_RawMudcrabLegs	Raw Mudcrab Legs	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	60	1	0	0
0300353F	AlchFood_CookedMudcrabLegs	Cooked Mudcrab Legs	Consumed out of combat, it restores 40 Stamina.	40	1	0	0
0300353E	AlchFood_ClamChowder	Clam Chowder	Consumed out of combat, it restores 75 Stamina and Magicka.,Your meal improves your warmth by <25> points.	0	54	0	0
0300353D	AlchFood_PotatoSoup	Potato Soup	Consumed out of combat, it restores 40 Stamina and Magicka.,Magicka regenerates 10% faster for 1200 seconds.,Your meal improves your warmth by <25> points.	0	54	0	0
0300353C	AlchFood_Butter	Butter	Consumed out of combat, it restores 2 Stamina and Magicka.	2	1	0	0
