Produced Item Name,Qty Made,Perks Needed,Proximity (When None),Items Required,Additional Requirements
Bone Idol of the Oak Rite (Strange Brew),1,,Player Crafting,1 Oak Ritual Bone,Forage Skill Greater or Equal to 9
Bone Idol of the Elm Rite (Strange Brew),1,,Player Crafting,1 Elm Ritual Bone,Forage Skill Greater or Equal to 7
Bone Idol of the Yew Rite (Strange Brew),1,,Player Crafting,1 Yew Ritual Bone,Forage Skill Greater or Equal to 5
Engraved Bone of Kynareth,1,,Player Crafting,1 Animal Bone (Large),Forage Skill Greater or Equal to 1
Engraved Bone of Julianos,1,,Player Crafting,1 Animal Bone (Large),Forage Skill Greater or Equal to 1
Engraved Bone of Hircine,1,,Player Crafting,1 Animal Bone (Large),Forage Skill Greater or Equal to 1
Fur Small Tent,1,,Player Crafting,1 Fur Small Tent (Two Bedrolls),
Fur Small Tent (Two Bedrolls),1,Craftsmanship,Player Crafting,1 Fur Small Tent 1 Fur Bedroll,
Kindling,1,,Player Crafting,1 Branches,
Portable Enchanting Supplies,1,Enchanter's Insight,Player Crafting,1 Troll Skull 4 Spriggan Sap 1 Gem: Amethyst (Flawless),
Fur Small Tent,1,Craftsmanship,Player Crafting,2 Wood 2 Leather 6 Fur Plate 1 Fur Bedroll,
Kindling,4,,Player Crafting,1 Wood,
Kindling,2,,Player Crafting,1 Deadwood,
Fur Large Tent,1,,Player Crafting,1 Fur Large Tent (Two Bedrolls),
Fur Large Tent (Two Bedrolls),1,,Player Crafting,1 Fur Large Tent (Three Bedrolls),
Fur Large Tent (Three Bedrolls),1,,Player Crafting,1 Fur Large Tent (Four Bedrolls),
Fur Large Tent (Four Bedrolls),1,Craftsmanship,Player Crafting,1 Fur Large Tent (Three Bedrolls) 1 Fur Bedroll,
Fur Large Tent (Three Bedrolls),1,Craftsmanship,Player Crafting,1 Fur Large Tent (Two Bedrolls) 1 Fur Bedroll,
Fur Large Tent (Two Bedrolls),1,Craftsmanship,Player Crafting,1 Fur Large Tent 1 Fur Bedroll,
Fur Large Tent,1,Craftsmanship,Player Crafting,4 Wood 2 Leather 12 Fur Plate 1 Fur Bedroll,
