Produced Item Name,Qty Made,Perks Needed,Proximity (When None),Items Required,Additional Requirements
Cotton Cloth - Blue,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Blue,
Linen Cloth - Black,1,Craftsmanship,Cook pot,1 Dye - Black 1 Linen Cloth,
Cotton Cloth - Black,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Black,
Linen Cloth,1,Craftsmanship,Spinning Wheel,3 Northern Flax,
Cotton Cloth,1,Craftsmanship,Spinning Wheel,3 Tundra Cotton,
Silk Cloth - Yellow,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Yellow,
Silk Cloth - Tan,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Tan,
Silk Cloth - Red,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Red,
Silk Cloth - Purple,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Purple,
Silk Cloth - Orange,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Orange,
Silk Cloth - Indigo,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Indigo,
Silk Cloth - Grey,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Grey,
Silk Cloth - Green,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Green,
Silk Cloth - Brown,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Brown,
Silk Cloth - Blue,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Blue,
Silk Cloth - Black,1,Craftsmanship,Cook pot,1 Silk Cloth 1 Dye - Black,
Silk Cloth,1,Craftsmanship,Spinning Wheel,3 Spider Egg,
Silk Thread,4,Craftsmanship,Spinning Wheel,3 Spider Egg,
Cotton Thread,4,Craftsmanship,Spinning Wheel,3 Tundra Cotton,
Linen Thread,4,Craftsmanship,Spinning Wheel,3 Northern Flax,
Linen Cuffed Boots,1,Craftsmanship,Player Crafting,1 Leather 3 Linen Cloth - Tan 2 Linen Thread,
Alchemist's Journal,1,Craftsmanship,Player Crafting,5 Paper Roll 1 Leather 1 Linen Thread,
Cotton Hood - Thalmor,1,Craftsmanship,Player Crafting,1 Cotton Thread 3 Cotton Cloth - Black,
Linen Wrap,1,Craftsmanship,Spinning Wheel,1 Northern Flax,
Silk Mage Robes - Ornate,1,Craftsmanship,Player Crafting,4 Silk Thread 5 Silk Cloth - Tan,
Silk Mage Robes - Fine,1,Craftsmanship,Player Crafting,4 Silk Thread 5 Silk Cloth - Grey,
Linen Robes - Blue,1,Craftsmanship,Player Crafting,5 Linen Cloth - Blue 4 Linen Thread,
Linen Tunic - Adorned Green,1,Craftsmanship,Player Crafting,2 Leather Strips 3 Linen Cloth - Green 4 Linen Thread 2 Linen Cloth,
Dunmeri Red Hood,1,Craftsmanship,Player Crafting,3 Linen Cloth - Red 1 Linen Thread,
Dunmeri Brown Hood,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 1 Linen Thread,
Dunmeri Blue Hood,1,Craftsmanship,Player Crafting,3 Linen Cloth - Indigo 1 Linen Thread,
Bandage,1,,Player Crafting,1 Cotton Cloth - Yellow,
Bandage,1,,Player Crafting,1 Cotton Cloth,
Bandage,1,,Player Crafting,1 Cotton Cloth - Tan,
Bandage,1,,Player Crafting,1 Cotton Cloth - Red,
Bandage,1,,Player Crafting,1 Cotton Cloth - Purple,
Bandage,1,,Player Crafting,1 Cotton Cloth - Orange,
Bandage,1,,Player Crafting,1 Cotton Cloth - Indigo,
Bandage,1,,Player Crafting,1 Cotton Cloth - Grey,
Bandage,1,,Player Crafting,1 Cotton Cloth - Green,
Bandage,1,,Player Crafting,1 Cotton Cloth - Brown,
Bandage,1,,Player Crafting,1 Cotton Cloth - Blue,
Bandage,1,,Player Crafting,1 Cotton Cloth - Black,
Bandage,1,,Player Crafting,1 Linen Cloth - Yellow,
Bandage,1,,Player Crafting,1 Linen Cloth - Tan,
Bandage,1,,Player Crafting,1 Linen Cloth - Red,
Bandage,1,,Player Crafting,1 Linen Cloth - Purple,
Bandage,1,,Player Crafting,1 Linen Cloth - Orange,
Bandage,1,,Player Crafting,1 Linen Cloth - Indigo,
Bandage,1,,Player Crafting,1 Linen Cloth - Grey,
Bandage,1,,Player Crafting,1 Linen Cloth - Green,
Bandage,1,,Player Crafting,1 Linen Cloth - Brown,
Bandage,1,,Player Crafting,1 Linen Cloth - Blue,
Bandage,1,,Player Crafting,1 Linen Cloth - Black,
Bandage,1,,Player Crafting,1 Linen Cloth,
Linen Cowl - Green,1,Craftsmanship,Player Crafting,3 Linen Cloth - Green 1 Linen Thread,
Tinder (Good),1,,Player Crafting,1 Tundra Cotton,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Yellow,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Tan,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Red,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Purple,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Orange,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Indigo,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Grey,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Green,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Brown,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Blue,
Tinder (Good),1,,Player Crafting,1 Cotton Cloth - Black,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Yellow,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Tan,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Red,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Purple,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Orange,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Indigo,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Grey,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Green,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Brown,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Blue,
Tinder (Decent),1,,Player Crafting,1 Silk Cloth - Black,
Tinder (Crude),1,,Player Crafting,1 Linen Wrap,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Yellow,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Tan,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Red,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Purple,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Orange,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Indigo,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Grey,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Green,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Brown,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Blue,
Tinder (Crude),1,,Player Crafting,1 Linen Cloth - Black,
"Linen Traveler Robes - Brown, Tan, and White",1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 2 Linen Cloth - Tan 4 Linen Thread 1 Linen Cloth,
Linen Traveler Robes - Brown and White,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 4 Linen Thread 2 Linen Cloth,
"Linen Traveler Robes - Purple, Orange, and White",1,Craftsmanship,Player Crafting,2 Linen Cloth - Orange 2 Linen Cloth - Purple 4 Linen Thread 1 Linen Cloth,
Linen Mage Robes - Green and Tan,1,Craftsmanship,Player Crafting,3 Linen Cloth - Green 2 Linen Cloth - Tan 4 Linen Thread,
Linen Mage Robes - Tan and White,1,Craftsmanship,Player Crafting,3 Linen Cloth - Tan 4 Linen Thread 2 Linen Cloth,
Linen Mage Robes - Brown and White,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 4 Linen Thread 2 Linen Cloth,
Linen Mage Robes - Brown and Tan,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 2 Linen Cloth - Tan 4 Linen Thread,
Linen Traveler Robes - Brown and Grey,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 2 Linen Cloth - Grey 4 Linen Thread,
Linen Miner's Clothes - Yellow and Brown,1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 3 Linen Cloth - Yellow 4 Linen Thread,
Linen Miner's Clothes - Grey and Tan,1,Craftsmanship,Player Crafting,3 Linen Cloth - Grey 2 Linen Cloth - Tan 4 Linen Thread,
Linen Miner's Clothes - Orange and Brown,1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 3 Linen Cloth - Orange 4 Linen Thread,
"Linen Doublet - Tan, Grey, and White",1,Craftsmanship,Player Crafting,2 Linen Cloth - Grey 2 Linen Cloth - Tan 4 Linen Thread 1 Linen Cloth,
Linen Doublet - Tan and Grey,1,Craftsmanship,Player Crafting,2 Linen Cloth - Grey 3 Linen Cloth - Tan 4 Linen Thread,
Linen Doublet - Tan,1,Craftsmanship,Player Crafting,5 Linen Cloth - Tan 4 Linen Thread,
Linen Doublet - Brown and Green,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 2 Linen Cloth - Green 4 Linen Thread,
Linen Doublet - Brown and Tan,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 2 Linen Cloth - Tan 4 Linen Thread,
Linen Mage Tunic - Grey and Black,1,Craftsmanship,Player Crafting,2 Linen Cloth - Black 3 Linen Cloth - Grey 4 Linen Thread,
Linen Mage Tunic - White and Orange,1,Craftsmanship,Player Crafting,2 Linen Cloth - Orange 4 Linen Thread 3 Linen Cloth,
Linen Mage Tunic - Grey and Brown,1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 3 Linen Cloth - Grey 4 Linen Thread,
Linen Mage Tunic - White and Brown,1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 4 Linen Thread 3 Linen Cloth,
"Linen Mage Tunic - White, Green, and Brown",1,Craftsmanship,Player Crafting,1 Linen Cloth - Brown 2 Linen Cloth - Green 4 Linen Thread 2 Linen Cloth,
Linen Skirt - Orange and Black,1,Craftsmanship,Player Crafting,2 Linen Cloth - Black 3 Linen Cloth - Orange 4 Linen Thread,
Linen Skirt - Indigo and Black,1,Craftsmanship,Player Crafting,2 Linen Cloth - Black 3 Linen Cloth - Indigo 4 Linen Thread,
Linen Skirt - Green and Black,1,Craftsmanship,Player Crafting,2 Linen Cloth - Black 3 Linen Cloth - Green 4 Linen Thread,
"Linen Clothes - Brown, Grey, and Tan",1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 2 Linen Cloth - Grey 1 Linen Cloth - Tan 4 Linen Thread,
"Linen Clothes - Orange, Grey, and Tan",1,Craftsmanship,Player Crafting,2 Linen Cloth - Grey 1 Linen Cloth - Tan 2 Linen Cloth - Orange 4 Linen Thread,
"Linen Clothes - Orange, White, and Tan",1,Craftsmanship,Player Crafting,1 Linen Cloth - Tan 2 Linen Cloth - Orange 4 Linen Thread 2 Linen Cloth,
Linen Clothes - Brown and Tan,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 2 Linen Cloth - Tan 4 Linen Thread,
Linen Clothes - Black and Green,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 2 Linen Cloth - Green 4 Linen Thread,
"Linen Clothes - Brown, White, and Tan",1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 1 Linen Cloth - Tan 4 Linen Thread 2 Linen Cloth,
Leather Quilted Clothes - Black,1,Craftsmanship,Player Crafting,1 Leather 4 Linen Cloth - Black 4 Linen Thread,
Leather Tiled Clothes - Brown,1,Craftsmanship,Player Crafting,1 Leather 4 Linen Cloth - Brown 4 Linen Thread,
Leather Tiled Clothes - Brown and Black,1,Craftsmanship,Player Crafting,1 Leather 2 Linen Cloth - Black 2 Linen Cloth - Brown 4 Linen Thread,
Furred Robes - Pale,1,Craftsmanship,Player Crafting,3 Fur Plate 4 Linen Thread 2 Linen Cloth,
Furred Robes - Dark,1,Craftsmanship,Player Crafting,3 Fur Plate 2 Linen Cloth - Black 4 Linen Thread,
Linen Mage Tunic - White and Quilted Brown,1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 4 Linen Thread 3 Linen Cloth,
Linen Mage Robes - Black and White,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 4 Linen Thread 2 Linen Cloth,
"Linen Traveler Robes - Purple, Tan, and White",1,Craftsmanship,Player Crafting,2 Linen Cloth - Tan 2 Linen Cloth - Purple 4 Linen Thread 1 Linen Cloth,
"Linen Traveler Robes - Black, Brown, and Grey",1,Craftsmanship,Player Crafting,2 Linen Cloth - Black 2 Linen Cloth - Brown 1 Linen Cloth - Grey 4 Linen Thread,
"Linen Traveler Robes - Black, Tan, and White",1,Craftsmanship,Player Crafting,2 Linen Cloth - Black 2 Linen Cloth - Tan 4 Linen Thread 1 Linen Cloth,
"Linen Traveler Robes - Black, Brown, and Green",1,Craftsmanship,Player Crafting,2 Linen Cloth - Black 2 Linen Cloth - Brown 1 Linen Cloth - Green 4 Linen Thread,
Linen Traveler Robes - Black,1,Craftsmanship,Player Crafting,5 Linen Cloth - Black 4 Linen Thread,
Linen Traveler Robes - Black and Orange,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 2 Linen Cloth - Orange 4 Linen Thread,
Linen Mage Robes - Black and Grey,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 2 Linen Cloth - Grey 4 Linen Thread,
Linen Traveler Robes - Black and Brown,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 2 Linen Cloth - Brown 4 Linen Thread,
Cotton Quilted Clothes - Brown and White,1,Craftsmanship,Player Crafting,2 Cotton Cloth 4 Cotton Thread 3 Cotton Cloth - Brown,
Cotton Quilted Clothes - Brown and Orange,1,Craftsmanship,Player Crafting,4 Cotton Thread 3 Cotton Cloth - Brown 2 Cotton Cloth - Orange,
Cotton Quilted Clothes - Black and White,1,Craftsmanship,Player Crafting,2 Cotton Cloth 4 Cotton Thread 3 Cotton Cloth - Black,
Cotton Quilted Clothes - Orange and Black,1,Craftsmanship,Player Crafting,4 Cotton Thread 2 Cotton Cloth - Black 3 Cotton Cloth - Orange,
Linen Surcoat - Black and Brown,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 2 Linen Cloth - Brown 4 Linen Thread,
Linen Mage Tunic - Blue and Quilted Brown,1,Craftsmanship,Player Crafting,3 Linen Cloth - Blue 2 Linen Cloth - Brown 4 Linen Thread,
Linen Skirt - Quilted Brown,1,Craftsmanship,Player Crafting,4 Linen Cloth - Brown 4 Linen Thread 1 Linen Cloth,
Leather Doublet,1,Craftsmanship,Player Crafting,2 Leather 2 Linen Cloth - Brown 4 Linen Thread,
Leather Doublet - Dark,1,Craftsmanship,Player Crafting,2 Leather 3 Linen Cloth - Black 4 Linen Thread,
Linen Plain Robes - Grey and Brown,1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 3 Linen Cloth - Grey 4 Linen Thread,
Linen Plain Robes - Orange,1,Craftsmanship,Player Crafting,5 Linen Cloth - Orange 4 Linen Thread,
Linen Plain Robes - Grey and Red,1,Craftsmanship,Player Crafting,2 Linen Cloth - Red 3 Linen Cloth - Grey 4 Linen Thread,
Linen Plain Robes - Orange and Brown,1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 3 Linen Cloth - Orange 4 Linen Thread,
Linen Plain Robes - Grey and Orange,1,Craftsmanship,Player Crafting,3 Linen Cloth - Grey 2 Linen Cloth - Orange 4 Linen Thread,
Linen Plain Robes - Mantled Grey and Brown,1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 3 Linen Cloth - Grey 4 Linen Thread,
Linen Plain Robes - Mantled Orange,1,Craftsmanship,Player Crafting,5 Linen Cloth - Orange 4 Linen Thread,
Linen Plain Robes - Mantled Grey and Red,1,Craftsmanship,Player Crafting,2 Linen Cloth - Red 3 Linen Cloth - Grey 4 Linen Thread,
Linen Plain Robes - Mantled Orange and Brown,1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 3 Linen Cloth - Orange 4 Linen Thread,
Linen Plain Robes - Mantled Grey and Orange,1,Craftsmanship,Player Crafting,3 Linen Cloth - Grey 2 Linen Cloth - Orange 4 Linen Thread,
Leather Clothes - Black and Brown,1,Craftsmanship,Player Crafting,2 Leather 2 Linen Cloth - Black 1 Linen Cloth - Brown 4 Linen Thread,
Leather Clothes - Black,1,Craftsmanship,Player Crafting,3 Leather 2 Linen Cloth - Black 4 Linen Thread,
Linen Doublet - Brown and Grey,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 2 Linen Cloth - Grey 4 Linen Thread,
Linen Miner's Clothes - Brown,1,Craftsmanship,Player Crafting,5 Linen Cloth - Brown 4 Linen Thread,
Linen Miner's Clothes - Orange and Black,1,Craftsmanship,Player Crafting,2 Linen Cloth - Black 3 Linen Cloth - Orange 4 Linen Thread,
Linen Surcoat - Black and Green,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 2 Linen Cloth - Green 4 Linen Thread,
Linen Clothes - Collared Brown and Orange,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 2 Linen Cloth - Orange 4 Linen Thread,
Linen Skirt - Black,1,Craftsmanship,Player Crafting,5 Linen Cloth - Black 4 Linen Thread,
"Linen Clothes - Orange, White, and Brown",1,Craftsmanship,Player Crafting,1 Linen Cloth - Brown 2 Linen Cloth - Orange 4 Linen Thread 2 Linen Cloth,
"Linen Clothes - Black, Grey, and Tan",1,Craftsmanship,Player Crafting,2 Linen Cloth - Black 2 Linen Cloth - Grey 1 Linen Cloth - Tan 4 Linen Thread,
Linen Clothes - Collared Orange and White,1,Craftsmanship,Player Crafting,3 Linen Cloth - Orange 4 Linen Thread 2 Linen Cloth,
Linen Clothes - Orange,1,Craftsmanship,Player Crafting,5 Linen Cloth - Orange 4 Linen Thread,
Linen Clothes - Brown and Grey,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 2 Linen Cloth - Grey 4 Linen Thread,
Linen Gloves - Red,1,Craftsmanship,Player Crafting,2 Linen Cloth - Red 2 Linen Thread,
Linen Gloves - Grey,1,Craftsmanship,Player Crafting,2 Linen Cloth - Grey 2 Linen Thread,
Linen Gloves - Green,1,Craftsmanship,Player Crafting,2 Linen Cloth - Green 2 Linen Thread,
Linen Gloves - Blue,1,Craftsmanship,Player Crafting,2 Linen Cloth - Blue 2 Linen Thread,
Wooden Torch (Bright) (5),1,,Player Crafting,5 Linen Wrap 5 Wood 5 Dwarven Oil,
Wooden Torch (10),1,,Player Crafting,10 Linen Wrap 10 Wood 10 Flammable Oil,
Wooden Torch (5),1,,Player Crafting,5 Linen Wrap 5 Wood 5 Flammable Oil,
Wooden Torch (Bright),1,,Player Crafting,1 Linen Wrap 1 Wood 1 Dwarven Oil,
Child's Doll,1,Craftsmanship,Player Crafting,5 Tundra Cotton 1 Leather Strips 2 Linen Cloth,
Wooden Torch,1,,Player Crafting,1 Linen Wrap 1 Wood 1 Flammable Oil,
Spell Research Journal,1,Craftsmanship,Player Crafting,5 Paper Roll 1 Leather 1 Linen Thread,
